author,genre,image_url,price,rating,reviews_count,title
Joshua Weissman,Cookbooks,https://m.media-amazon.com/images/I/91bf6oXFPXL._AC_UY218_.jpg,974.,4.8,"17,904",Joshua Weissman: An Unapologetic Cookbook. #1 NEW YORK TIMES BESTSELLER
M. Dasgupta,Cookbooks,https://m.media-amazon.com/images/I/619jGnGC6SL._AC_UY218_.jpg,296,4.4,173,Calcutta Cookbook
by,Cookbooks,https://m.media-amazon.com/images/I/91T-HXwWwzL._AC_UY218_.jpg,646,4.8,"2,308",Let'S Make Ramen!
Nick DiGiovanni,Cookbooks,https://m.media-amazon.com/images/I/81QmOCsmelL._AC_UY218_.jpg,999.,4.7,"2,336",Knife Drop: Creative Recipes Anyone Can Cook
by,Cookbooks,https://m.media-amazon.com/images/I/81xnUIGVdsL._AC_UY218_.jpg,289,4.5,105,Essential Andhra Cookbook
Robin Ha,Cookbooks,https://m.media-amazon.com/images/I/91KmKZaSNkL._AC_UY218_.jpg,858,4.8,"1,407",Cook Korean!: A Comic Book with Recipes [A Cookbook]
B Ramakrishnan,Cookbooks,https://m.media-amazon.com/images/I/71XC2qksAuL._AC_UY218_.jpg,279,4.4,338,The Complete OPOS Cookbook: One-Pot Meal Plans Ready in 10 Minutes
Arun Kumar T.R.,Cookbooks,https://m.media-amazon.com/images/I/81spLkckH8L._AC_UY218_.jpg,516,5.0,9,Feast on a Leaf: The Onam Sadhya Cookbook
Kaumudi Marathe,Cookbooks,https://m.media-amazon.com/images/I/61ebrCfAAgL._AC_UY218_.jpg,307,4.4,99,"Essential Marathi Cookbook, The"
Yotam Ottolenghi,Cookbooks,https://m.media-amazon.com/images/I/71m3gXf1p8L._AC_UY218_.jpg,"1,459",4.7,"2,075",Ottolenghi: The Cookbook
Pushpesh Pant,Cookbooks,https://m.media-amazon.com/images/I/812QfKQ3hBL._AC_UY218_.jpg,"2,991",4.6,667,India: The Cookbook
Krish Ashok,Cookbooks,https://m.media-amazon.com/images/I/81BGNqBFZmL._AC_UY218_.jpg,258,4.5,"2,964",Masala Lab: The Science of Indian Cookin
Joshua Weissman,Cookbooks,https://m.media-amazon.com/images/I/81qYna6kVTL._AC_UY218_.jpg,959.,4.8,"1,922",Joshua Weissman: Texture Over Taste
National Geographic,Travel,https://m.media-amazon.com/images/I/91vMxtTtWaL._AC_UY218_.jpg,"2,036",4.7,"5,405",Destinations of a Lifetime: 225 of the World's Most Amazing Places
Indrajeet More,Travel,https://m.media-amazon.com/images/I/71YiL2L9T7L._AC_UY218_.jpg,258,4.9,30,Solo: My Year of Backpacking and Unpacking
Lonely Planet,Travel,https://m.media-amazon.com/images/I/81Hpea62EnL._AC_UY218_.jpg,"2,699",4.8,931,The Travel Book: A Journey Through Every Country in the World (Lonely Planet)
by,Travel,https://m.media-amazon.com/images/I/81DSMC4sLSL._AC_UY218_.jpg,"1,200",4.2,224,India The Journey - A Travel Book on India
Shivya Nath,Travel,https://m.media-amazon.com/images/I/91xYM0jlvwL._AC_UY218_.jpg,296,4.5,"1,049","Shooting Star, The: A Girl, Her Backpack"
DK Travel,Travel,https://m.media-amazon.com/images/I/81wx4J--qbL._AC_UY218_.jpg,908,4.6,46,DK Eyewitness India
Lonely Planet Publications,Travel,https://m.media-amazon.com/images/I/910lfncpiPL._AC_UY218_.jpg,"1,235",4.4,63,Lonely Planet Best in Travel 2025
Chris Broad,Travel,https://m.media-amazon.com/images/I/81OsBVXBYnL._AC_UY218_.jpg,385,4.5,"5,565",Abroad in Japan
51,Travel,https://m.media-amazon.com/images/I/819ozGtcdlL._AC_UY218_.jpg,299,4.9,51,An Indian Traveler: From Teenage Salesman to Nomadic Globetrotter
Satoshi Yagisawa,Travel,https://m.media-amazon.com/images/I/71xxddxprOL._AC_UY218_.jpg,272.,4.4,"8,575",Days at the Morisaki Bookshop: The perfect book to curl up with - for lovers of Japanese translated fiction everywhere
220,Travel,https://m.media-amazon.com/images/I/61uXFS734dL._AC_UY218_.jpg,332,4.2,220,Sehaz Artworks Scrap Book For Memories | Album For Photos Collection | Scrapbook Photo Albums | Slam Book For Memories |Baby Photo Album | Travel Bug | Valentine Gift
Alain de Botton,Travel,https://m.media-amazon.com/images/I/81EyqkiKPXL._AC_UY218_.jpg,575,4.3,"1,319",The Art of Travel
61,Travel,https://m.media-amazon.com/images/I/81yR5jMKbQL._AC_UY218_.jpg,399,4.2,61,"DOODLE Travel Diary Journal with PU Leather Cover | Travel Book for Memories | Includes Zipper Pouch, Card Holder, 2 Ruled & 1 Blank Notebook | Perfect Travel Gifts | A5, 192 Pages - Voyage Vibes"
Ankitha Rajendaran,Travel,https://m.media-amazon.com/images/I/71IIHjD4sYL._AC_UY218_.jpg,350,4.6,15,"Why Not? Travel Odysseys of an Indian Passport, an Unstoppable Woman, many Misunderstood Lands"
Bill Bryson,Travel,https://m.media-amazon.com/images/I/91d2RIaLElL._AC_UY218_.jpg,309.,4.4,"23,357",A Walk In The Woods: The World's Funniest Travel Writer Takes a Hike (Bryson Book 8)
374,Travel,https://m.media-amazon.com/images/I/814RkWFToyL._AC_UY218_.jpg,245,4.6,374,DOODLE Hardbound Spiral travel Diary with Bookmark Dangler and 100+ Stickers | B5 | 160 Undated Ruled Pages | 80 GSM Acid Free Paper | Open Flat To Write Comfortably (India Travel Tales)
Morgan Housel,Business,https://m.media-amazon.com/images/I/71XEsXS5RlL._AC_UY218_.jpg,259,4.6,"73,500",The Psychology of Money
Peter Thiel,Business,https://m.media-amazon.com/images/I/61PDzIhVLnL._AC_UY218_.jpg,396,4.5,"32,573",Zero to One (L)
R. Mukund,Business,https://m.media-amazon.com/images/I/71HvAZf2tUL._AC_UY218_.jpg,197,4.3,411,Don't Sell Make them Buy : Upgrade Your Selling Skills
Steven Bartlett,Business,https://m.media-amazon.com/images/I/61PIpidSThL._AC_UY218_.jpg,590,4.5,"3,188",The Diary of a CEO: The 33 Laws of Business and Life
by,Business,https://m.media-amazon.com/images/I/71pnus++lbL._AC_UY218_.jpg,267,4.3,117,The Little Book Of Indian Business
Cal Newport,Business,https://m.media-amazon.com/images/I/81JJ7fyyKyS._AC_UY218_.jpg,232,4.5,"30,704",DEEP WORK: RULES FOR FOCUSED SUCCESS IN A DISTRACTED WORLD
Ben Horowitz,Business,https://m.media-amazon.com/images/I/810u9MkT3SL._AC_UY218_.jpg,440,4.6,"14,796",The Hard Thing about Hard Thing: Building a Business When There are No Easy Answers
James Clear,Business,https://m.media-amazon.com/images/I/81F90H7hnML._AC_UY218_.jpg,471,4.6,"77,738",Atomic Habits: The life-changing million copy bestseller
Darius Foroux,Business,https://m.media-amazon.com/images/I/61jCkOVf1oL._AC_UY218_.jpg,181,4.4,"10,590","Do It Today: Overcome Procrastination, Improve Productivity and Achieve More Meaningful Things | A Life-Changing Guide to Doing What Matters Now"
Mikael Roman Krogerus Tschäppeler,Business,https://m.media-amazon.com/images/I/61BANOi0YVL._AC_UY218_.jpg,265,4.5,207,The Decision Book (New Edition)
by,Business,https://m.media-amazon.com/images/I/710WD7s7r3L._AC_UY218_.jpg,180,4.6,"19,650",THE COMPOUND EFFECT
Marshall Goldsmith,Business,https://m.media-amazon.com/images/I/71p-nhX8CoL._AC_UY218_.jpg,229,4.5,"1,678",WHAT GOT YOU HERE WON'T GET YOU THERE: HOW SUCCESSFUL PEOPLE BECOME EVEN MORE SUCCESSFUL
Josh Kaufman,Business,https://m.media-amazon.com/images/I/71sIhKrsvQL._AC_UY218_.jpg,478,4.5,"7,570",The Personal MBA: A World-Class Business Education in a Single Volume
Harinder Singh Pelia,Business,https://m.media-amazon.com/images/I/71bzmyCSs-L._AC_UY218_.jpg,263,4.5,82,The Psychology of Marketing: How Marketers Trick Us Into Buying More
Harpreet Grover,Business,https://m.media-amazon.com/images/I/71aw-JPsQbS._AC_UY218_.jpg,200,4.5,641,Let's Build a Company
DK,Business,https://m.media-amazon.com/images/I/81VZxipZvwL._AC_UY218_.jpg,879,4.6,"1,321",The Business Book
60,Health & Fitness,https://m.media-amazon.com/images/I/516SbvDLPZL._AC_UY218_.jpg,798,4.2,60,"SHENZATION Fitness & Diet Planner, Workout Diet Meal Planner, Gym Log Book, Food Journal, Habit Tracker, Daily Record Fitness Journal for Men & Women, Workout Journal, Undated Dairy Planner"
Mukesh Bansal,Health & Fitness,https://m.media-amazon.com/images/I/91FJfQHkxIL._AC_UY218_.jpg,316,4.5,510,Hacking Health: The Only Book You’ll Ever Need to Live Your Healthiest Life
Mark Hyman,Health & Fitness,https://m.media-amazon.com/images/I/81S2jnJ3A7L._AC_UY218_.jpg,356,4.4,"2,966","Young Forever: The Secrets to Living Your Longest, Healthiest Life"
Raj Ganpath,Health & Fitness,https://m.media-amazon.com/images/I/81RdXBjNrjL._AC_UY218_.jpg,220,4.6,81,"Simple, Not Easy: A No-Nonsense Guide to Fitness, Nutrition and Weight Loss"
Gagan Dhawan,Health & Fitness,https://m.media-amazon.com/images/I/61luL+1LqYL._AC_UY218_.jpg,212,4.3,87,The New Me ǀ A guidebook to perfect health ǀ Keys to a healthy lifestyle
Emeran Mayer,Health & Fitness,https://m.media-amazon.com/images/I/71aBnlgaJbL._AC_UY218_.jpg,349,4.4,"3,520","The Mind-Gut Connection: How the Hidden Conversation Within Our Bodies Impacts Our Mood, Our Choices and Our Overall Health"
Jitendra Chouksey,Health & Fitness,https://m.media-amazon.com/images/I/81wQ8hRlNiL._AC_UY218_.jpg,197,4.5,935,"LOSE FAT, GET FITTR: THE SIMPLE SCIENCE OF STAYING HEALTHY FOR LIFE"
Rujuta Diwekar,Health & Fitness,https://m.media-amazon.com/images/I/71-aU48GI9L._AC_UY218_.jpg,239,4.4,"4,839",The 12-Week Fitness Project:Updated For 2021 With 12 Extra
Zeitgeist Wellness,Health & Fitness,https://m.media-amazon.com/images/I/71pH-u+JIUL._AC_UY218_.jpg,344,4.5,"2,730",Training for a Healthy Life: A Daily Food and Fitness Journal
Madhur Kotharay,Health & Fitness,https://m.media-amazon.com/images/I/61B2uEEi1RL._AC_UY218_.jpg,248,4.6,41,Superfoods Super Life
Subah Saraf,Health & Fitness,https://m.media-amazon.com/images/I/61Abm3DCN2L._AC_UY218_.jpg,256,4.7,"1,431",The Satvic Revolution: 7 Life-Changing Habits to Discover Peak Health and Joy
Dr Emma Ross,Health & Fitness,https://m.media-amazon.com/images/I/71aMQleFhrL._AC_UY218_.jpg,445.,4.5,115,The Female Body Bible: Make Your Body Work For You
Dr Karan Rajan,Health & Fitness,https://m.media-amazon.com/images/I/71v7NronpGL._AC_UY218_.jpg,487,4.7,"1,279",This Book May Save Your Life: Everyday Health Hacks to Worry Less and Live Better
Amaresh Ojha and Subhra Moitra,Health & Fitness,https://m.media-amazon.com/images/I/61Z+TZ8CZZL._AC_UY218_.jpg,194,4.2,335,Fitness Habits
Payal Kothari,Health & Fitness,https://m.media-amazon.com/images/I/71MCifUrbCL._AC_UY218_.jpg,241,4.3,561,THE GUT: Story of Our Incredible Second Brain
Adam Sinicki,Health & Fitness,https://m.media-amazon.com/images/I/81EKmoC4ONL._AC_UY218_.jpg,"1,319",4.6,"1,201","Functional Training and Beyond: Building the Ultimate Superfunctional Body and Mind (Building Muscle and Performance, Weight Training, Men's Health)"
by,Health & Fitness,https://m.media-amazon.com/images/I/81QGUP3vyEL._AC_UY218_.jpg,284,4.3,7,Fitness Machine: The Extraordinary Life of Kiran Dembla | Women Fitness | Fit Life | Success Story | Health Living
